fips_value,fips,cover
27161,27161,1.00
27163,27163,1.00
27165,27165,1.00
27167,27167,1.00
27169,27169,0.43
27171,27171,1.00
27173,27173,0.88
28001,28001,0.00
28003,28003,0.00
28005,28005,0.00
28007,28007,0.00
28009,28009,0.18
28011,28011,1.00
28013,28013,0.00
28015,28015,0.00
28017,28017,0.00
28019,28019,0.00
28021,28021,0.00
28023,28023,0.00
28025,28025,0.00
28027,28027,1.00
28029,28029,0.00
28031,28031,0.00
28033,28033,1.00
28035,28035,0.00
28037,28037,0.00
28039,28039,0.00
28041,28041,0.00
28043,28043,0.09
28045,28045,0.00
28047,28047,0.00
28049,28049,0.00
28051,28051,0.00
28053,28053,0.29
28055,28055,0.33
28057,28057,0.00
28059,28059,0.00
28061,28061,0.00
28063,28063,0.00
28065,28065,0.00
28067,28067,0.00
28069,28069,0.00
28071,28071,0.21
28073,28073,0.00
28075,28075,0.00
28077,28077,0.00
28079,28079,0.00
28081,28081,0.00
28083,28083,0.54
28085,28085,0.00
28087,28087,0.00
28089,28089,0.00
28091,28091,0.00
28093,28093,0.90
28095,28095,0.00
28097,28097,0.00
28099,28099,0.00
28101,28101,0.00
28103,28103,0.00
28105,28105,0.00
28107,28107,0.86
28109,28109,0.00
28111,28111,0.00
28113,28113,0.00
28115,28115,0.00
28117,28117,0.00
28119,28119,1.00
28121,28121,0.00
28123,28123,0.00
28125,28125,0.67
28127,28127,0.00
28129,28129,0.00
28131,28131,0.00
28133,28133,0.94
28135,28135,0.71
28137,28137,1.00
28139,28139,0.00
28141,28141,0.00
28143,28143,1.00
28145,28145,0.00
28147,28147,0.00
28149,28149,0.00
28151,28151,0.94
28153,28153,0.00
28155,28155,0.00
28157,28157,0.00
28159,28159,0.00
28161,28161,0.17
28163,28163,0.00
29001,29001,0.00
29003,29003,1.00
29005,29005,1.00
29007,29007,0.21
29009,29009,1.00
29011,29011,1.00
29013,29013,1.00
29015,29015,1.00
29017,29017,1.00
29019,29019,0.95
29021,29021,1.00
29023,29023,1.00
29025,29025,0.20
29027,29027,0.80
29029,29029,1.00
29031,29031,1.00
29033,29033,0.36
29035,29035,1.00
29037,29037,1.00
29039,29039,1.00
29041,29041,0.08
29043,29043,1.00
29045,29045,0.00
29047,29047,0.42
29049,29049,0.75
29051,29051,1.00
29053,29053,1.00
29055,29055,1.00
29057,29057,1.00
29059,29059,1.00
29061,29061,0.53
29063,29063,1.00
29065,29065,1.00
29067,29067,1.00
29069,29069,1.00
29071,29071,1.00
29073,29073,1.00
29075,29075,1.00
29077,29077,1.00
29079,29079,0.00
29081,29081,0.85
29083,29083,1.00
29085,29085,1.00
29087,29087,1.00
29089,29089,0.80
29091,29091,1.00
29093,29093,1.00
29095,29095,0.92
29097,29097,1.00
29099,29099,1.00
29101,29101,1.00
29103,29103,0.00
29105,29105,1.00
29107,29107,1.00
29109,29109,1.00
29111,29111,0.00
29113,29113,0.06
29115,29115,0.00
29117,29117,0.00
29119,29119,1.00
29121,29121,0.00
29123,29123,1.00
29125,29125,1.00
29127,29127,0.00
29129,29129,0.00
29131,29131,1.00
29133,29133,1.00
29135,29135,1.00
29137,29137,0.07
29139,29139,0.27
29141,29141,1.00
29143,29143,1.00
29145,29145,1.00
29147,29147,1.00
29149,29149,1.00
29151,29151,1.00
29153,29153,1.00
29155,29155,1.00
29157,29157,1.00
29159,29159,1.00
29161,29161,1.00
29163,29163,0.00
29165,29165,0.78
29167,29167,1.00
29169,29169,1.00
29171,29171,0.00
29173,29173,0.00
29175,29175,0.15
29177,29177,0.42
29179,29179,1.00
29181,29181,1.00
29183,29183,0.56
29185,29185,1.00
29186,29186,1.00
29187,29187,1.00
29189,29189,0.45
29195,29195,1.00
29197,29197,0.00
29199,29199,0.00
29201,29201,1.00
29203,29203,1.00
29205,29205,0.00
29207,29207,1.00
29209,29209,1.00
29211,29211,0.00
29213,29213,1.00
29215,29215,1.00
29217,29217,1.00
29219,29219,0.38
29221,29221,1.00
29223,29223,1.00
29225,29225,1.00
29227,29227,1.00
29229,29229,1.00
29510,29510,0.16
30001,30001,0.56
30003,30003,0.00
30005,30005,0.00
30007,30007,0.00
30009,30009,0.00
30011,30011,0.00
30013,30013,0.00
30015,30015,0.00
30017,30017,0.00
30019,30019,0.00
30021,30021,0.00
30023,30023,0.00
30025,30025,0.00
30027,30027,0.00
30029,30029,0.00
30031,30031,0.20
30033,30033,0.00
30035,30035,0.00
30037,30037,0.00
30039,30039,0.00
30041,30041,0.00
30043,30043,0.00
30045,30045,0.00
30047,30047,0.00
30049,30049,0.00
30051,30051,0.00
30053,30053,0.00
30055,30055,0.00
30057,30057,0.60
30059,30059,0.00
30061,30061,0.00
30063,30063,0.00
30065,30065,0.00
30067,30067,0.36
30069,30069,0.00
30071,30071,0.00
30073,30073,0.00
30075,30075,0.00
30077,30077,0.00
30079,30079,0.00
30081,30081,0.00
30083,30083,0.00
30085,30085,0.00
30087,30087,0.00
30089,30089,0.00
30091,30091,0.00
30093,30093,0.00
30095,30095,0.00
30097,30097,0.00
30099,30099,0.00
30101,30101,0.00
30103,30103,0.00
30105,30105,0.00
30107,30107,0.00
30109,30109,0.00
30111,30111,0.00
31001,31001,1.00
31003,31003,1.00
31005,31005,0.00
31007,31007,0.00
31009,31009,0.00
31011,31011,1.00
31013,31013,0.00
31015,31015,0.00
31017,31017,0.00
31019,31019,1.00
31021,31021,1.00
31023,31023,1.00
31025,31025,1.00
31027,31027,1.00
31029,31029,0.00
31031,31031,0.00
31033,31033,0.00
31035,31035,1.00
31037,31037,1.00
31039,31039,1.00
31041,31041,0.40
31043,31043,1.00
31045,31045,0.00
31047,31047,0.25
31049,31049,0.00
31051,31051,1.00
31053,31053,1.00
31055,31055,1.00
31057,31057,0.00
31059,31059,1.00
31061,31061,1.00
31063,31063,0.00
31065,31065,0.00
31067,31067,1.00
31069,31069,0.00
31071,31071,1.00
31073,31073,0.00
31075,31075,0.00
31077,31077,1.00
31079,31079,1.00
31081,31081,1.00
31083,31083,0.67
31085,31085,0.00
31087,31087,0.00
31089,31089,0.47
31091,31091,0.00
31093,31093,1.00
31095,31095,1.00
31097,31097,1.00
31099,31099,1.00
31101,31101,0.00
31103,31103,0.00
31105,31105,0.00
31107,31107,0.83
31109,31109,1.00
31111,31111,0.00
31113,31113,0.00
31115,31115,0.25
31117,31117,0.00
31119,31119,1.00
31121,31121,1.00
31123,31123,0.00
31125,31125,1.00
31127,31127,1.00
31129,31129,1.00
31131,31131,1.00
31133,31133,1.00
31135,31135,0.00
31137,31137,0.70
31139,31139,1.00
31141,31141,1.00
31143,31143,1.00
31145,31145,0.00
31147,31147,1.00
31149,31149,0.25
31151,31151,1.00
31153,31153,1.00
31155,31155,1.00
31157,31157,0.00
31159,31159,1.00
31161,31161,0.00
31163,31163,1.00
31165,31165,0.00
31167,31167,1.00
31169,31169,1.00
31171,31171,0.00
31173,31173,1.00
31175,31175,1.00
31177,31177,1.00
31179,31179,1.00
31181,31181,1.00
31183,31183,1.00
31185,31185,1.00
32001,32001,0.00
32003,32003,1.00
32005,32005,0.00
32007,32007,0.00
32009,32009,0.33
32011,32011,0.00
32013,32013,0.00
32015,32015,0.00
32017,32017,1.00
32019,32019,0.00
32021,32021,0.00
32023,32023,0.64
32027,32027,0.00
32029,32029,0.00
32031,32031,0.00
32033,32033,0.00
32510,32510,0.00
33001,33001,1.00
33003,33003,0.41
33005,33005,1.00
33007,33007,0.00
33009,33009,0.54
33011,33011,1.00
33013,33013,1.00
33015,33015,1.00
33017,33017,1.00
33019,33019,1.00
34001,34001,1.00
34003,34003,1.00
34005,34005,1.00
34007,34007,1.00
34009,34009,1.00
34011,34011,1.00
34013,34013,1.00
34015,34015,1.00
34017,34017,1.00
34019,34019,1.00
34021,34021,1.00
34023,34023,1.00
34025,34025,1.00
34027,34027,1.00
34029,34029,1.00
34031,34031,1.00
34033,34033,1.00
34035,34035,1.00
34037,34037,1.00
34039,34039,1.00
34041,34041,1.00
35001,35001,1.00
35003,35003,0.57
35005,35005,0.70
35006,35006,1.00
35007,35007,0.82
35009,35009,1.00
35011,35011,1.00
35013,35013,0.00
35015,35015,0.40
35017,35017,0.05
35019,35019,1.00
35021,35021,1.00
35023,35023,0.00
35025,35025,1.00
35027,35027,1.00
35028,35028,1.00
35029,35029,0.00
35031,35031,1.00
35033,35033,1.00
35035,35035,0.11
35037,35037,1.00
35039,35039,1.00
35041,35041,1.00
35043,35043,1.00
35045,35045,1.00
35047,35047,1.00
35049,35049,1.00
35051,35051,0.50
35053,35053,1.00
35055,35055,1.00
35057,35057,1.00
35059,35059,0.56
35061,35061,1.00
36001,36001,1.00
36003,36003,0.41
36005,36005,1.00
36007,36007,1.00
36009,36009,0.07
36011,36011,0.25
36013,36013,0.00
36015,36015,1.00
36017,36017,1.00
36019,36019,0.00
36021,36021,1.00
36023,36023,1.00
36025,36025,1.00
36027,36027,1.00
36029,36029,0.00
36031,36031,0.77
36033,36033,0.04
36035,36035,1.00
36037,36037,0.00
36039,36039,1.00
36041,36041,1.00
36043,36043,1.00
36045,36045,0.00
36047,36047,1.00
36049,36049,0.75
36051,36051,0.00
36053,36053,1.00
36055,36055,0.00
36057,36057,1.00
36059,36059,1.00
36061,36061,1.00
36063,36063,0.00
36065,36065,1.00
36067,36067,0.84
36069,36069,0.00
36071,36071,1.00
36073,36073,0.00
36075,36075,0.48
36077,36077,1.00
36079,36079,1.00
36081,36081,1.00
36083,36083,1.00
36085,36085,1.00
36087,36087,1.00
36089,36089,0.07
36091,36091,1.00
36093,36093,1.00
36095,36095,1.00
36097,36097,0.65
36099,36099,0.00
36101,36101,0.65
36103,36103,1.00
36105,36105,1.00
36107,36107,1.00
36109,36109,0.86
36111,36111,1.00
36113,36113,1.00
36115,36115,1.00
36117,36117,0.00
36119,36119,1.00
36121,36121,0.00
36123,36123,0.00
37001,37001,1.00
37003,37003,0.50
37005,37005,0.22
37007,37007,0.00
37009,37009,0.93
37011,37011,1.00
37013,37013,0.36
37015,37015,0.00
37017,37017,0.68
37019,37019,0.00
37021,37021,1.00
37023,37023,1.00
37025,37025,0.53
37027,37027,1.00
37029,37029,0.00
37031,37031,0.00
37033,37033,0.71
37035,37035,1.00
37037,37037,0.82
37039,37039,1.00
37041,37041,0.00
37043,37043,1.00
37045,37045,1.00
37047,37047,0.19
37049,37049,0.53
37051,37051,1.00
37053,37053,0.00
37055,37055,0.00
37057,37057,1.00
37059,37059,0.83
37061,37061,0.95
37063,37063,0.00
37065,37065,1.00
37067,37067,1.00
37069,37069,0.33
37071,37071,1.00
37073,37073,0.00
37075,37075,1.00
37077,37077,0.00
37079,37079,1.00
37081,37081,1.00
37083,37083,0.27
37085,37085,1.00
37087,37087,1.00
37089,37089,1.00
37091,37091,0.00
37093,37093,1.00
37095,37095,0.00
37097,37097,0.76
37099,37099,1.00
37101,37101,1.00
37103,37103,0.90
37105,37105,1.00
37107,37107,1.00
37109,37109,1.00
37111,37111,1.00
37113,37113,1.00
37115,37115,1.00
37117,37117,0.42
37119,37119,0.94
37121,37121,1.00
37123,37123,0.92
37125,37125,1.00
37127,37127,0.93
37129,37129,0.00
37131,37131,0.00
37133,37133,0.22
37135,37135,0.39
37137,37137,0.00
37139,37139,0.00
37141,37141,0.08
37143,37143,0.00
37145,37145,0.10
37147,37147,0.96
37149,37149,1.00
37151,37151,1.00
37153,37153,0.92
37155,37155,1.00
37157,37157,1.00
37159,37159,0.91
37161,37161,1.00
37163,37163,0.86
37165,37165,1.00
37167,37167,0.62
37169,37169,1.00
37171,37171,0.46
37173,37173,1.00
37175,37175,1.00
37177,37177,0.00
37179,37179,0.07
37181,37181,0.00
37183,37183,0.62
37185,37185,0.00
37187,37187,0.00
37189,37189,1.00
37191,37191,1.00
37193,37193,0.35
37195,37195,1.00
37197,37197,0.71
37199,37199,1.00
38001,38001,0.00
38003,38003,0.00
38005,38005,0.00
38007,38007,0.00
38009,38009,0.00
38011,38011,0.00
38013,38013,0.00
38015,38015,0.00
38017,38017,0.00
38019,38019,0.00
38021,38021,0.00
38023,38023,0.00
38025,38025,0.00
38027,38027,0.00
38029,38029,0.00
38031,38031,0.00
38033,38033,0.00
38035,38035,0.00
38037,38037,0.00
38039,38039,0.00
38041,38041,0.00
38043,38043,0.00
38045,38045,0.00
38047,38047,0.00
38049,38049,0.00
38051,38051,0.00
38053,38053,0.00
38055,38055,0.00
38057,38057,0.00
38059,38059,0.00
38061,38061,0.00
38063,38063,0.00
38065,38065,0.00
38067,38067,0.00
38069,38069,0.00
38071,38071,0.00
38073,38073,0.00
38075,38075,0.00
38077,38077,0.22
38079,38079,0.00
38081,38081,0.00
38083,38083,0.00
38085,38085,0.00
38087,38087,0.00
38089,38089,0.00
38091,38091,0.00
38093,38093,0.00
38095,38095,0.00
38097,38097,0.00
38099,38099,0.00
38101,38101,0.00
38103,38103,0.00
38105,38105,0.00
39001,39001,1.00
39003,39003,1.00
39005,39005,1.00
39007,39007,0.27
39009,39009,1.00
39011,39011,1.00
39013,39013,1.00
39015,39015,1.00
39017,39017,1.00
39019,39019,1.00
39021,39021,1.00
39023,39023,1.00
39025,39025,1.00
39027,39027,1.00
39029,39029,1.00
39031,39031,1.00
39033,39033,1.00
39035,39035,1.00
39037,39037,1.00
39039,39039,1.00
39041,39041,1.00
39043,39043,1.00
39045,39045,1.00
39047,39047,1.00
39049,39049,1.00
39051,39051,1.00
39053,39053,1.00
39055,39055,0.96
39057,39057,1.00
39059,39059,1.00
39061,39061,1.00
39063,39063,1.00
39065,39065,1.00
39067,39067,1.00
39069,39069,1.00
39071,39071,1.00
39073,39073,1.00
39075,39075,1.00
39077,39077,1.00
39079,39079,1.00
39081,39081,1.00
39083,39083,1.00
39085,39085,0.79
39087,39087,1.00
39089,39089,1.00
39091,39091,1.00
39093,39093,1.00
39095,39095,1.00
39097,39097,1.00
39099,39099,1.00
39101,39101,1.00
39103,39103,1.00
39105,39105,1.00
39107,39107,1.00
39109,39109,1.00
39111,39111,1.00
39113,39113,1.00
39115,39115,1.00
39117,39117,1.00
39119,39119,1.00
39121,39121,1.00
39123,39123,1.00
39125,39125,1.00
39127,39127,1.00
39129,39129,1.00
39131,39131,1.00
39133,39133,1.00
39135,39135,1.00
39137,39137,1.00
39139,39139,1.00
39141,39141,1.00
39143,39143,1.00
39145,39145,1.00
39147,39147,1.00
39149,39149,1.00
39151,39151,1.00
39153,39153,1.00
39155,39155,0.82
39157,39157,1.00
39159,39159,1.00
39161,39161,1.00
39163,39163,1.00
39165,39165,1.00
39167,39167,1.00
39169,39169,1.00
39171,39171,1.00
39173,39173,1.00
39175,39175,1.00
40001,40001,1.00
40003,40003,1.00
40005,40005,1.00
40007,40007,0.00
40009,40009,1.00
40011,40011,1.00
40013,40013,1.00
40015,40015,1.00
40017,40017,1.00
40019,40019,1.00
40021,40021,1.00
40023,40023,1.00
40025,40025,0.00
40027,40027,1.00
40029,40029,1.00
40031,40031,1.00
40033,40033,1.00
40035,40035,1.00
40037,40037,1.00
40039,40039,1.00
40041,40041,1.00
40043,40043,1.00
40045,40045,1.00
40047,40047,1.00
40049,40049,1.00
40051,40051,1.00
40053,40053,1.00
40055,40055,1.00
40057,40057,1.00
40059,40059,0.50
40061,40061,1.00
40063,40063,1.00
40065,40065,1.00
40067,40067,1.00
40069,40069,1.00
40071,40071,1.00
40073,40073,1.00
40075,40075,1.00
40077,40077,1.00
40079,40079,1.00
40081,40081,1.00
40083,40083,1.00
40085,40085,1.00
40087,40087,1.00
40089,40089,1.00
40091,40091,1.00
40093,40093,1.00
40095,40095,1.00
40097,40097,1.00
40099,40099,1.00
40101,40101,1.00
40103,40103,1.00
40105,40105,1.00
40107,40107,1.00
40109,40109,1.00
40111,40111,1.00
40113,40113,1.00
40115,40115,1.00
40117,40117,1.00
40119,40119,1.00
40121,40121,1.00
40123,40123,1.00
40125,40125,1.00
40127,40127,1.00
40129,40129,1.00
40131,40131,1.00
40133,40133,1.00
40135,40135,1.00
40137,40137,1.00
40139,40139,0.00
40141,40141,1.00
40143,40143,1.00
40145,40145,1.00
40147,40147,1.00
40149,40149,1.00
40151,40151,1.00
40153,40153,1.00
41001,41001,0.00
41003,41003,0.55
41005,41005,1.00
41007,41007,0.89
41009,41009,1.00
41011,41011,0.00
41013,41013,0.00
41015,41015,0.00
41017,41017,0.00
41019,41019,0.00
41021,41021,0.00
41023,41023,0.00
41025,41025,0.00
41027,41027,1.00
41029,41029,0.00
41031,41031,0.00
41033,41033,0.00
41035,41035,0.00
41037,41037,0.00
41039,41039,0.00
41041,41041,0.28
41043,41043,0.57
41045,41045,0.00
41047,41047,0.97
41049,41049,0.00
41051,41051,1.00
41053,41053,1.00
41055,41055,0.00
41057,41057,1.00
41059,41059,0.00
41061,41061,0.00
41063,41063,0.00
41065,41065,0.57
41067,41067,1.00
41069,41069,0.00
41071,41071,1.00
42001,42001,1.00
42003,42003,1.00
42005,42005,1.00
42007,42007,1.00
42009,42009,1.00
42011,42011,1.00
42013,42013,1.00
42015,42015,1.00
42017,42017,1.00
42019,42019,1.00
42021,42021,1.00
42023,42023,1.00
42025,42025,1.00
42027,42027,1.00
42029,42029,1.00
42031,42031,1.00
42033,42033,1.00
42035,42035,1.00
42037,42037,1.00
42039,42039,1.00
42041,42041,1.00
42043,42043,1.00
42045,42045,1.00
42047,42047,1.00
42049,42049,1.00
42051,42051,1.00
42053,42053,1.00
42055,42055,1.00
42057,42057,1.00
42059,42059,1.00
42061,42061,1.00
42063,42063,1.00
42065,42065,1.00
42067,42067,1.00
42069,42069,1.00
42071,42071,1.00
42073,42073,1.00
42075,42075,1.00
42077,42077,1.00
42079,42079,1.00
42081,42081,1.00
42083,42083,1.00
42085,42085,1.00
42087,42087,1.00
42089,42089,1.00
42091,42091,1.00
42093,42093,1.00
42095,42095,1.00
42097,42097,1.00
42099,42099,1.00
42101,42101,1.00
42103,42103,1.00
42105,42105,1.00
42107,42107,1.00
42109,42109,1.00
42111,42111,1.00
42113,42113,1.00
42115,42115,1.00
42117,42117,1.00
42119,42119,1.00
42121,42121,1.00
42123,42123,1.00
42125,42125,1.00
42127,42127,1.00
42129,42129,1.00
42131,42131,1.00
42133,42133,1.00
44001,44001,1.00
44003,44003,1.00
44005,44005,1.00
44007,44007,1.00
44009,44009,1.00
45001,45001,0.77
45003,45003,0.00
45005,45005,0.00
45007,45007,1.00
45009,45009,0.00
45011,45011,0.00
45013,45013,0.00
45015,45015,0.00
45017,45017,0.00
45019,45019,0.00
45021,45021,1.00
45023,45023,0.60
45025,45025,0.00
45027,45027,0.00
45029,45029,0.00
45031,45031,0.00
45033,45033,0.45
45035,45035,0.00
45037,45037,0.00
45039,45039,0.10
45041,45041,0.00
45043,45043,0.00
45045,45045,1.00
45047,45047,0.33
45049,45049,0.00
45051,45051,0.00
45053,45053,0.00
45055,45055,0.00
45057,45057,0.29
45059,45059,0.50
45061,45061,0.00
45063,45063,0.00
45065,45065,0.18
45067,45067,0.00
45069,45069,0.43
45071,45071,0.00
45073,45073,1.00
45075,45075,0.00
45077,45077,1.00
45079,45079,0.00
45081,45081,0.00
45083,45083,1.00
45085,45085,0.00
45087,45087,0.90
45089,45089,0.00
45091,45091,1.00
46003,46003,0.00
46005,46005,0.00
46007,46007,0.00
46009,46009,0.00
46011,46011,0.00
46013,46013,0.00
46015,46015,0.00
46017,46017,0.00
46019,46019,0.00
46021,46021,0.00
46023,46023,0.00
46025,46025,0.00
46027,46027,0.38
46029,46029,0.00
46031,46031,0.00
46033,46033,0.00
46035,46035,0.00
46037,46037,0.00
46039,46039,0.00
46041,46041,0.00
46043,46043,0.00
46045,46045,0.00
46047,46047,0.00
46049,46049,0.00
46051,46051,0.07
46053,46053,0.00
46055,46055,0.00
46057,46057,0.00
46059,46059,0.00
46061,46061,0.00
46063,46063,0.00
46065,46065,0.00
46067,46067,0.00
46069,46069,0.00
46071,46071,0.00
46073,46073,0.00
46075,46075,0.00
46077,46077,0.00
46079,46079,0.00
46081,46081,0.00
46083,46083,0.00
46085,46085,0.00
46087,46087,0.00
46089,46089,0.00
46091,46091,0.00
46093,46093,0.00
46095,46095,0.00
46097,46097,0.00
46099,46099,0.00
46101,46101,0.00
46103,46103,0.00
46105,46105,0.00
46107,46107,0.00
46109,46109,0.15
46111,46111,0.00
46115,46115,0.00
46117,46117,0.00
46119,46119,0.00
46121,46121,0.00
46123,46123,0.00
46125,46125,0.00
46127,46127,0.57
46129,46129,0.00
46135,46135,0.09
46137,46137,0.00
47001,47001,1.00
47003,47003,1.00
47005,47005,1.00
47007,47007,1.00
47009,47009,1.00
47011,47011,1.00
47013,47013,1.00
47015,47015,1.00
47017,47017,1.00
47019,47019,1.00
47021,47021,1.00
47023,47023,0.92
47025,47025,1.00
47027,47027,1.00
47029,47029,1.00
47031,47031,1.00
47033,47033,1.00
47035,47035,1.00
47037,47037,1.00
47039,47039,1.00
47041,47041,1.00
47043,47043,1.00
47045,47045,1.00
47047,47047,0.94
47049,47049,1.00
47051,47051,1.00
47053,47053,1.00
47055,47055,1.00
47057,47057,1.00
47059,47059,1.00
47061,47061,1.00
47063,47063,1.00
47065,47065,1.00
47067,47067,1.00
47069,47069,0.50
47071,47071,0.36
47073,47073,1.00
47075,47075,1.00
47077,47077,1.00
47079,47079,1.00
47081,47081,1.00
47083,47083,1.00
47085,47085,1.00
47087,47087,1.00
47089,47089,1.00
47091,47091,1.00
47093,47093,1.00
47095,47095,1.00
47097,47097,1.00
47099,47099,0.73
47101,47101,0.83
47103,47103,1.00
47105,47105,1.00
47107,47107,1.00
47109,47109,0.33
47111,47111,1.00
47113,47113,1.00
47115,47115,1.00
47117,47117,1.00
47119,47119,1.00
47121,47121,1.00
47123,47123,1.00
47125,47125,1.00
47127,47127,1.00
47129,47129,1.00
47131,47131,1.00
47133,47133,1.00
47135,47135,1.00
47137,47137,1.00
47139,47139,1.00
47141,47141,1.00
47143,47143,1.00
47145,47145,1.00
47147,47147,1.00
47149,47149,1.00
47151,47151,1.00
47153,47153,1.00
47155,47155,1.00
47157,47157,1.00
47159,47159,1.00
47161,47161,1.00
47163,47163,1.00
47165,47165,1.00
47167,47167,1.00
47169,47169,1.00
47171,47171,1.00
47173,47173,1.00
47175,47175,1.00
47177,47177,1.00
47179,47179,1.00
47181,47181,0.30
47183,47183,1.00
47185,47185,1.00
47187,47187,1.00
47189,47189,1.00
48001,48001,1.00
48003,48003,1.00
48005,48005,1.00
48007,48007,1.00
48009,48009,1.00
48011,48011,1.00
48013,48013,1.00
48015,48015,1.00
48017,48017,1.00
48019,48019,1.00
48021,48021,1.00
48023,48023,1.00
48025,48025,1.00
48027,48027,1.00
48029,48029,1.00
48031,48031,1.00
48033,48033,0.43
48035,48035,1.00
48037,48037,1.00
48039,48039,1.00
48041,48041,1.00
48043,48043,0.00
48045,48045,1.00
48047,48047,0.00
48049,48049,1.00
48051,48051,1.00
48053,48053,1.00
48055,48055,1.00
48057,48057,1.00
48059,48059,0.75
48061,48061,0.00
48063,48063,1.00
48065,48065,1.00
48067,48067,1.00
48069,48069,1.00
48071,48071,1.00
48073,48073,1.00
48075,48075,0.25
48077,48077,1.00
48079,48079,1.00
48081,48081,0.00
48083,48083,0.46
48085,48085,1.00
48087,48087,0.40
48089,48089,1.00
48091,48091,1.00
48093,48093,1.00
48095,48095,0.11
48097,48097,1.00
48099,48099,1.00
48101,48101,0.00
48103,48103,0.00
48105,48105,0.00
48107,48107,0.83
48109,48109,0.00
48111,48111,0.75
48113,48113,1.00
48115,48115,1.00
48117,48117,1.00
48119,48119,1.00
48121,48121,1.00
48123,48123,1.00
48125,48125,0.80
48127,48127,1.00
48129,48129,0.60
48131,48131,1.00
48133,48133,1.00
48135,48135,0.00
48137,48137,1.00
48139,48139,1.00
48141,48141,0.00
48143,48143,1.00
48145,48145,1.00
48147,48147,1.00
48149,48149,1.00
48151,48151,0.00
48153,48153,1.00
48155,48155,0.33
48157,48157,1.00
48159,48159,1.00
48161,48161,1.00
48163,48163,1.00
48165,48165,1.00
48167,48167,1.00
48169,48169,1.00
48171,48171,1.00
48173,48173,0.00
48175,48175,1.00
48177,48177,1.00
48179,48179,0.56
48181,48181,1.00
48183,48183,1.00
48185,48185,1.00
48187,48187,1.00
48189,48189,1.00
48191,48191,0.56
48193,48193,1.00
48195,48195,0.50
48197,48197,1.00
48199,48199,1.00
48201,48201,1.00
48203,48203,0.78
48205,48205,1.00
48207,48207,0.11
48209,48209,1.00
48211,48211,1.00
48213,48213,1.00
48215,48215,0.00
48217,48217,1.00
48219,48219,1.00
48221,48221,1.00
48223,48223,1.00
48225,48225,1.00
48227,48227,0.00
48229,48229,0.00
48231,48231,1.00
48233,48233,0.88
48235,48235,0.00
48237,48237,1.00
48239,48239,1.00
48241,48241,1.00
48243,48243,0.00
48245,48245,1.00
48247,48247,0.00
48249,48249,1.00
48251,48251,1.00
48253,48253,0.09
48255,48255,1.00
48257,48257,1.00
48259,48259,1.00
48261,48261,0.00
48263,48263,0.00
48265,48265,1.00
48267,48267,1.00
48269,48269,0.00
48271,48271,1.00
48273,48273,0.50
48275,48275,0.17
48277,48277,1.00
48279,48279,1.00
48281,48281,1.00
48283,48283,1.00
48285,48285,1.00
48287,48287,1.00
48289,48289,1.00
48291,48291,1.00
48293,48293,1.00
48295,48295,0.00
48297,48297,1.00
48299,48299,1.00
48301,48301,0.00
48303,48303,1.00
48305,48305,1.00
48307,48307,1.00
48309,48309,1.00
48311,48311,1.00
48313,48313,1.00
48315,48315,1.00
48317,48317,0.20
48319,48319,1.00
48321,48321,1.00
48323,48323,1.00
48325,48325,1.00
48327,48327,1.00
48329,48329,0.00
48331,48331,1.00
48333,48333,1.00
48335,48335,0.00
48337,48337,1.00
48339,48339,1.00
48341,48341,1.00
48343,48343,1.00
48345,48345,1.00
48347,48347,1.00
48349,48349,1.00
48351,48351,1.00
48353,48353,0.00
48355,48355,1.00
48357,48357,0.00
48359,48359,1.00
48361,48361,1.00
48363,48363,1.00
48365,48365,0.64
48367,48367,1.00
48369,48369,1.00
48371,48371,0.00
48373,48373,1.00
48375,48375,1.00
48377,48377,0.00
48379,48379,1.00
48381,48381,1.00
48383,48383,0.00
48385,48385,1.00
48387,48387,1.00
48389,48389,0.00
48391,48391,1.00
48393,48393,0.00
48395,48395,1.00
48397,48397,1.00
48399,48399,0.00
48401,48401,0.95
48403,48403,1.00
48405,48405,1.00
48407,48407,1.00
48409,48409,1.00
48411,48411,1.00
48413,48413,0.00
48415,48415,0.00
48417,48417,0.80
48419,48419,0.83
48421,48421,0.67
48423,48423,1.00
48425,48425,1.00
48427,48427,0.00
48429,48429,1.00
48431,48431,0.00
48433,48433,0.00
48435,48435,1.00
48437,48437,1.00
48439,48439,1.00
48441,48441,0.00
48443,48443,0.33
48445,48445,1.00
48447,48447,1.00
48449,48449,1.00
48451,48451,0.00
48453,48453,1.00
48455,48455,1.00
48457,48457,1.00
48459,48459,1.00
48461,48461,0.00
48463,48463,1.00
48465,48465,1.00
48467,48467,1.00
48469,48469,1.00
48471,48471,1.00
48473,48473,1.00
48475,48475,0.00
48477,48477,1.00
48479,48479,0.90
48481,48481,1.00
48483,48483,0.71
48485,48485,1.00
48487,48487,1.00
48489,48489,0.00
48491,48491,1.00
48493,48493,1.00
48495,48495,0.00
48497,48497,1.00
48499,48499,1.00
48501,48501,1.00
48503,48503,1.00
48505,48505,0.33
48507,48507,1.00
49001,49001,0.00
49003,49003,0.94
49005,49005,1.00
49007,49007,0.00
49009,49009,0.00
49011,49011,1.00
49013,49013,0.00
49015,49015,0.00
49017,49017,0.00
49019,49019,0.00
49021,49021,0.57
49023,49023,0.00
49025,49025,0.25
49027,49027,0.00
49029,49029,1.00
49031,49031,0.00
