fips_value,fips,cover
49033,49033,1.00
49035,49035,1.00
49037,49037,0.00
49039,49039,0.00
49041,49041,0.00
49043,49043,0.67
49045,49045,0.25
49047,49047,0.00
49049,49049,0.04
49051,49051,0.17
49053,49053,0.96
49055,49055,0.00
49057,49057,1.00
50001,50001,1.00
50003,50003,1.00
50005,50005,0.00
50007,50007,0.16
50009,50009,0.00
50011,50011,0.00
50013,50013,0.00
50015,50015,0.00
50017,50017,0.81
50019,50019,0.00
50021,50021,1.00
50023,50023,0.31
50025,50025,1.00
50027,50027,1.00
51001,51001,1.00
51003,51003,0.00
51005,51005,0.00
51007,51007,0.00
51009,51009,0.00
51011,51011,0.00
51013,51013,1.00
51015,51015,0.00
51017,51017,0.00
51019,51019,0.00
51021,51021,0.00
51023,51023,0.00
51025,51025,0.00
51027,51027,1.00
51029,51029,0.00
51031,51031,0.00
51033,51033,1.00
51035,51035,0.00
51036,51036,1.00
51037,51037,0.00
51041,51041,0.00
51043,51043,1.00
51045,51045,0.00
51047,51047,1.00
51049,51049,0.00
51051,51051,1.00
51053,51053,0.00
51057,51057,1.00
51059,51059,1.00
51061,51061,1.00
51063,51063,0.00
51065,51065,0.00
51067,51067,0.00
51069,51069,1.00
51071,51071,0.00
51073,51073,1.00
51075,51075,0.06
51077,51077,0.33
51079,51079,0.00
51081,51081,0.00
51083,51083,0.00
51085,51085,0.80
51087,51087,0.76
51089,51089,0.27
51091,51091,0.00
51093,51093,0.00
51095,51095,1.00
51097,51097,1.00
51099,51099,1.00
51101,51101,1.00
51103,51103,1.00
51105,51105,1.00
51107,51107,1.00
51109,51109,0.25
51111,51111,0.00
51113,51113,0.52
51115,51115,1.00
51117,51117,0.00
51119,51119,1.00
51121,51121,0.00
51125,51125,0.00
51127,51127,1.00
51131,51131,1.00
51133,51133,1.00
51135,51135,0.00
51137,51137,0.50
51139,51139,0.67
51141,51141,0.19
51143,51143,0.05
51145,51145,0.00
51147,51147,0.00
51149,51149,0.00
51153,51153,1.00
51155,51155,0.00
51157,51157,1.00
51159,51159,1.00
51161,51161,0.00
51163,51163,0.00
51165,51165,0.08
51167,51167,1.00
51169,51169,1.00
51171,51171,0.94
51173,51173,0.54
51175,51175,0.00
51177,51177,0.88
51179,51179,1.00
51181,51181,0.10
51183,51183,0.00
51185,51185,0.50
51187,51187,1.00
51191,51191,1.00
51193,51193,1.00
51195,51195,1.00
51197,51197,0.00
51199,51199,1.00
51510,51510,1.00
51520,51520,1.00
51530,51530,0.00
51540,51540,0.00
51550,51550,0.00
51570,51570,0.00
51580,51580,0.00
51590,51590,0.00
51595,51595,0.00
51600,51600,1.00
51610,51610,1.00
51620,51620,0.00
51630,51630,1.00
51640,51640,0.00
51650,51650,0.80
51660,51660,0.00
51670,51670,0.00
51678,51678,0.00
51680,51680,0.00
51683,51683,1.00
51685,51685,1.00
51690,51690,0.00
51700,51700,0.60
51710,51710,0.00
51720,51720,1.00
51730,51730,0.00
51735,51735,1.00
51740,51740,0.00
51750,51750,0.00
51760,51760,0.30
51770,51770,0.00
51775,51775,0.00
51790,51790,0.00
51800,51800,0.00
51810,51810,0.00
51820,51820,0.00
51830,51830,1.00
51840,51840,1.00
53001,53001,0.00
53003,53003,0.00
53005,53005,0.00
53007,53007,0.00
53009,53009,0.00
53011,53011,0.96
53013,53013,0.00
53015,53015,1.00
53017,53017,0.00
53019,53019,0.00
53021,53021,0.00
53023,53023,0.00
53025,53025,0.00
53027,53027,0.00
53029,53029,0.50
53031,53031,0.00
53033,53033,0.88
53035,53035,0.56
53037,53037,0.00
53039,53039,0.33
53041,53041,0.46
53043,53043,0.00
53045,53045,0.00
53047,53047,0.00
53049,53049,0.06
53051,53051,0.00
53053,53053,0.00
53055,53055,0.00
53057,53057,0.06
53059,53059,1.00
53061,53061,0.98
53063,53063,0.00
53065,53065,0.00
53067,53067,0.00
53069,53069,0.83
53071,53071,0.00
53073,53073,0.00
53075,53075,0.00
53077,53077,0.00
54001,54001,0.00
54003,54003,1.00
54005,54005,0.93
54007,54007,0.50
54009,54009,1.00
54011,54011,0.98
54013,54013,1.00
54015,54015,0.81
54017,54017,1.00
54019,54019,0.00
54021,54021,1.00
54023,54023,0.58
54025,54025,0.00
54027,54027,1.00
54029,54029,1.00
54031,54031,0.75
54033,54033,0.84
54035,54035,1.00
54037,54037,1.00
54039,54039,0.83
54041,54041,0.54
54043,54043,1.00
54045,54045,1.00
54047,54047,0.56
54049,54049,0.58
54051,54051,1.00
54053,54053,1.00
54055,54055,0.00
54057,54057,1.00
54059,54059,1.00
54061,54061,0.32
54063,54063,0.00
54065,54065,1.00
54067,54067,0.08
54069,54069,1.00
54071,54071,0.00
54073,54073,1.00
54075,54075,0.00
54077,54077,0.00
54079,54079,1.00
54081,54081,0.02
54083,54083,0.00
54085,54085,1.00
54087,54087,1.00
54089,54089,0.00
54091,54091,0.10
54093,54093,0.00
54095,54095,1.00
54097,54097,0.07
54099,54099,1.00
54101,54101,0.00
54103,54103,1.00
54105,54105,1.00
54107,54107,1.00
54109,54109,0.54
55001,55001,0.00
55003,55003,0.82
55005,55005,1.00
55007,55007,0.93
55009,55009,0.00
55011,55011,1.00
55013,55013,1.00
55015,55015,0.00
55017,55017,1.00
55019,55019,0.14
55021,55021,0.00
55023,55023,0.00
55025,55025,0.00
55027,55027,0.00
55029,55029,0.00
55031,55031,1.00
55033,55033,1.00
55035,55035,1.00
55037,55037,0.00
55039,55039,0.00
55041,55041,0.00
55043,55043,0.00
55045,55045,0.00
55047,55047,0.00
55049,55049,0.00
55051,55051,0.10
55053,55053,0.13
55055,55055,0.00
55057,55057,0.00
55059,55059,1.00
55061,55061,0.00
55063,55063,0.00
55065,55065,0.00
55067,55067,0.00
55069,55069,0.00
55071,55071,0.00
55073,55073,0.00
55075,55075,0.00
55077,55077,0.00
55078,55078,0.00
55079,55079,0.02
55081,55081,0.00
55083,55083,0.00
55085,55085,0.00
55087,55087,0.00
55089,55089,0.00
55091,55091,1.00
55093,55093,1.00
55095,55095,1.00
55097,55097,0.00
55099,55099,0.29
55101,55101,0.85
55103,55103,0.00
55105,55105,0.09
55107,55107,1.00
55109,55109,1.00
55111,55111,0.00
55113,55113,0.82
55115,55115,0.00
55117,55117,0.00
55119,55119,0.33
55121,55121,0.53
55123,55123,0.00
55125,55125,0.00
55127,55127,0.65
55129,55129,1.00
55131,55131,0.00
55133,55133,0.03
55135,55135,0.05
55137,55137,0.00
55139,55139,0.00
55141,55141,0.00
56001,56001,0.00
56003,56003,0.00
56005,56005,0.00
56007,56007,0.00
56009,56009,0.00
56011,56011,0.00
56013,56013,0.13
56015,56015,0.00
56017,56017,0.00
56019,56019,0.00
56021,56021,0.00
56023,56023,1.00
56025,56025,0.00
56027,56027,0.00
56029,56029,0.38
56031,56031,0.00
56033,56033,0.00
56035,56035,1.00
56037,56037,0.00
56039,56039,1.00
56041,56041,0.00
56043,56043,0.00
56045,56045,0.00
66010,66010,0.00
72001,72001,0.00
72003,72003,0.00
72005,72005,0.00
72007,72007,0.00
72009,72009,0.00
72011,72011,0.00
72013,72013,0.00
72015,72015,0.00
72017,72017,0.00
72019,72019,0.00
72021,72021,0.00
72023,72023,0.00
72025,72025,0.00
72027,72027,0.00
72029,72029,0.00
72031,72031,0.00
72033,72033,0.00
72035,72035,0.00
72037,72037,0.00
72039,72039,0.00
72041,72041,0.00
72043,72043,0.00
72045,72045,0.00
72047,72047,0.00
72049,72049,0.00
72051,72051,0.00
72053,72053,0.00
72054,72054,0.00
72055,72055,0.00
72057,72057,0.00
72059,72059,0.00
72061,72061,0.00
72063,72063,0.00
72065,72065,0.00
72067,72067,0.00
72069,72069,0.00
72071,72071,0.00
72073,72073,0.00
72075,72075,0.00
72077,72077,0.00
72079,72079,0.00
72081,72081,0.00
72083,72083,0.00
72085,72085,0.00
72087,72087,0.00
72089,72089,0.00
72091,72091,0.00
72093,72093,0.00
72095,72095,0.00
72097,72097,0.00
72099,72099,0.00
72101,72101,0.00
72103,72103,0.00
72105,72105,0.00
72107,72107,0.00
72109,72109,0.00
72111,72111,0.00
72113,72113,0.00
72115,72115,0.00
72117,72117,0.00
72119,72119,0.00
72121,72121,0.00
72123,72123,0.00
72125,72125,0.00
72127,72127,0.00
72129,72129,0.00
72131,72131,0.00
72133,72133,0.00
72135,72135,0.00
72137,72137,0.00
72139,72139,0.00
72141,72141,0.00
72143,72143,0.00
72145,72145,0.00
72147,72147,0.00
72149,72149,0.00
72151,72151,0.00
72153,72153,0.00
78010,78010,0.00
78020,78020,0.00
78030,78030,0.00
